Sheet,nome,status,Answer-status,Name,Answer-Name,Address,A - Address,Address Wrong,Address Wrong,Address Wrong-Word Missing,Address Wrong-Word Missing,Address Wrong-Minor Mistake,Address Wrong-Minor Mistake,Address Wrong-Major Mistake,Address Wrong-Major Mistake,Category,A - Category,Business Hour,A - Business Hour,Tel,A - Tel,Final result,"After Appeal
(Rodrigo)",APPEAL,Reason
Practice 1,"Cat Clínica de Assistência Ao Trabalhador10, Rua Professor Afonso Celso de Paula Lima, Ponta da Praia, Santos, Santos, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 11030-400, BrasilopenService",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong House Number""]","[""Wrong House Number""]",Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,BH"
Practice 1,"DC Set Group1489, Avenida Presidente Juscelino Kubitschek, Vila Olímpia, Itaim Bibi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 04543-011, BrasilopenOffice and Industrial, Company",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information""]","[""Other Information"",""Repetition""]","[""Wrong Province/City/District/Town"",""Wrong House Number""]","[""Wrong Province/City/District/Town"",""Wrong House Number""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 1,"Nossogaz LucianoCampinas, Sao Paulo, BrazilopenOffice and Industrial, Company, Gas Company",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]",null,null,null,null,Correct,Correct,Correct,Correct,Correct,Correct,Right,Right,No,
Practice 1,"produtos177, Rua Benedito Campos Morais, Vila Anastácio, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05092-000, BrasilopenService, Repair Service, Appliance Repair Service",UV,UV,UV,UV,UV,UV,null,null,null,null,null,null,null,null,UV,UV,UV,UV,UV,UV,Right,Right,No,
Practice 1,"Guitar CompanyRua Samuel Agenor Angenistki, Gamboa, Cabo Frio, Região Geográfica Imediata de Cabo Frio, Região Geográfica Intermediária de Macaé-Rio das Ostras-Cabo Frio, Rio de Janeiro, Região Sudeste, 28915550, BrasilopenShopping, Musical Instrument Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Major Mistake"",""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Road Name""]","[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 1,"Centro Estético Kelly ReginaVila Rica, Mato Grosso, BrazilopenService, Health and Beauty Service, Beauty Salon",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Road Name"",""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]",null,null,null,null,Correct,Correct,Correct,UV,Correct,UV,Fail,Fail,Yes,"Address,BH,Tel"
Practice 1,"Serralheria Estrutural Melhor preçoSao Paulo, Sao Paulo, BrazilopenOffice and Industrial, Company, Mechanic",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Road Name"",""Missing House Number""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number""]",null,null,null,null,Correct,Correct,UV,UV,Correct,Correct,Fail,Fail,No,
Practice 1,"Unny Bolos e Doces FinosAvenida Rui Barbosa, Bom Jesus, São José dos Pinhais, Região Geográfica Imediata de Curitiba, Região Metropolitana de Curitiba, Região Geográfica Intermediária de Curitiba, Paraná, Região Sul, 83005-070, BrasilopenFood and Drink, Dessert/Bakery, Pastry Shop",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing Province/City/District/Town"",""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Province/City/District/Town""]",null,Correct,Correct,Correct,UV,Correct,UV,Fail,Right,Yes,"Address,BH"
Practice 1,"MadeiraMadeiraAvenida José Fonseca e Silva, Luizote de Freitas, Setor Oeste, Uberlândia, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, Região Sudeste, 38.414-126, BrasilopenShopping, Furniture and Home Store",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Province/City/District/Town""]",null,Correct,Correct,Correct,Correct,UV,Wrong,Fail,Right,Yes,"Address,Tel"
Practice 1,"Colégio Maria RaytheRua Haddock Lobo, Tijuca, Zona Norte do Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 20260200, BrasilopenEducation, School, Private School",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,Wrong,Wrong,Correct,Correct,Fail,Right,Yes,Address
Practice 1,"Instituto Ethos CogitarePraça Monsenhor Alfredo de Arruda Câmara, Afogados da Ingazeira, Afogados da Ingazeira, Região Geográfica Imediata de Afogados da Ingazeira, Região Geográfica Intermediária de Serra Talhada, Pernambuco, Região Nordeste, 56800-000, BrasilopenHealth, Mental Health Service, Psychologist",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Major Mistake""]","[""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Road Name"",""Missing House Number""]","[""Other Information"",""Repetition""]",null,"[""Wrong Road Name""]","[""Wrong Province/City/District/Town""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 1,Neymar Jr,null,null,Wrong,Wrong,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Right,Right,No,
Practice 1,"Quitanda Santo Antonio Campo GrandeCampo Grande, Mato Grosso do Sul, BrazilopenShopping, Food and Beverage Retail, Grocery Store, Green Grocers",UV,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,UV,UV,Fail,Right,Yes,"Name,Catergory"
Practice 1,"California CoffeeBaixo Pedreira, Bairro da Luz, Nova Iguaçu, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 26260-045, BrasilopenFood and Drink, Coffee, Coffee Shop",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing Road Name"",""Missing House Number"",""Missing Floor/Room Number"",""Missing Building Name""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,"[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,Wrong,UV,Correct,Correct,Fail,Right,Yes,"Address,BH"
Practice 1,São Paulo,null,null,Wrong,Wrong,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Right,Right,No,
Practice 1,"TABACARIA MOI EXPRESS - REDENTORA3947, Rua General Glicério, Vila São Pedro, São José do Rio Preto, São José do Rio Preto, Região Imediata de São José do Rio Preto, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, 15015-410, BrasilopenShopping, Tobacco Store",UV,UV,Correct,Correct,UV,UV,null,null,null,null,null,null,null,null,Correct,Correct,UV,UV,Correct,Correct,Right,Right,No,
Practice 1,"Celso Brinquedos InfláveisRua Lélio Ferraz de Siqueira, Jaú, Jaú, Região Imediata de Jaú, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, BrasilopenShopping, Party Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Province/City/District/Town"",""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 1,"Happy Pizza UberabaAvenida Leopoldino de Oliveira, Vila Frei Eugênio, Uberaba, Região Geográfica Imediata de Uberaba, Região Geográfica Intermediária de Uberaba, Minas Gerais, Região Sudeste, 38015-400, BrasilopenFood and Drink, Restaurant, Pizza Restaurant",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,Correct,Correct,Correct,Correct,Fail,Right,Yes,Address
Practice 1,"Moacir Fercon Produções ArtísticasRua das Verbenas, Campinas, Campinas, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13050-080, BrasilopenEducation, College and University, Art School",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing Province/City/District/Town"",""Missing House Number""]","[""Missing Province/City/District/Town"",""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 1,"Psicóloga Ericka SantosRecife, Pernambuco, BrazilopenHealth, Mental Health Service, Psychologist",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing""]","[""Word Missing""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number"",""Missing Floor/Room Number""]","[""Missing Province/City/District/Town"",""Missing Road Name"",""Missing House Number"",""Missing Floor/Room Number""]",null,null,null,null,Correct,Correct,UV,UV,Correct,Correct,Right,Right,No,
Practice 1,"Safe Trace SA5, Rua Coronel Renó, Centro, Itajubá, Itajubá, Região Geográfica Imediata de Itajubá, Região Geográfica Intermediária de Pouso Alegre, Minas Gerais, Região Sudeste, 37501-042, BrasilopenOffice and Industrial, Company, Business To Business Service",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Others"",""Major Mistake""]","[""Word Missing"",""Major Mistake"",""Minor Mistake""]",null,"[""Missing Floor/Room Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong House Number""]","[""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Fail,Yes,Address
Practice 1,"Paula Moraes BoutiqueRua Batista Perozzo, Boa Esperança, Paulínia, Paulínia, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13140-162, BrasilopenShopping, Clothing Store, Women Clothing Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Major Mistake"",""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Road Name""]","[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 1,"Aulas Particulares de Inglês e PortuguêsRua Henrique Dumont, Rua Henrique Dumont, Jardim Paulista, Ribeirão Preto, Ribeirão Preto, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14090-200, BrasilopenEducation, Tutoring Service",UV,#N/A,UV,#N/A,UV,#N/A,null,#N/A,null,#N/A,null,#N/A,null,#N/A,UV,#N/A,UV,#N/A,UV,#N/A,#N/A,Right,Yes,
Practice 1,"Salão de Beleza Clinic HairRua Justino de Oliveira, Centro, Lontras, Região Geográfica Imediata de Rio do Sul, Região Geográfica Intermediária de Blumenau, Santa Catarina, 89182-000, BrasilopenService, Health and Beauty Service, Beauty Salon",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,UV,UV,Correct,Correct,Right,Right,No,
Practice 1,"WebSpotSanta Clara 33, 33, Rua Santa Clara, Bairro Peixoto, Copacabana, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22041-011, BrasilopenOffice and Industrial, Technology Business, IT Service",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing Floor/Room Number""]","[""Missing Floor/Room Number""]","[""Repetition"",""Other Information""]","[""Other Information"",""Repetition""]","[""Wrong House Number""]","[""Wrong House Number""]",Correct,Correct,Correct,UV,Correct,Correct,Fail,Fail,Yes,"Address,BH"
Practice 1,"ID MóveisEstrada da Água Espraiada, Água Espraiada, Caucaia do Alto, Cotia, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 06726-466, BrasilopenService, Home Improvement Service, Furniture Maker",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 1,"SolarX EngenhariaRodovia Deputado Willy Saldanha, Barra Nova, Caicó, Caicó, Região Geográfica Imediata de Caicó, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, 59300000, BrasilopenOther POI",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake""]","[""Word Missing"",""Major Mistake"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]",null,"[""Wrong Road Name""]",Wrong,Wrong,UV,UV,UV,Wrong,Fail,Fail,Yes,"Status,Tel"
Practice 1,"Macau DiveRua Marechal Antônio Sousa, Jardim América, Zona Norte do Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 21241-460, BrasilopenOther POI",UV,UV,Correct,Correct,Wrong,Wrong,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Word Missing"",""Minor Mistake""]","[""Missing Floor/Room Number""]","[""Missing House Number""]","[""Repetition"",""Other Information""]","[""Other Information""]","[""Wrong House Number""]",null,Correct,Wrong,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 1,"Empreiteira Paula SJRua Esmeraldas, Santa Luzia, Sede, Contagem, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 32017170, BrasilopenOffice and Industrial, Company, Construction Company",UV,UV,Correct,UV,Wrong,UV,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,"[""Wrong Province/City/District/Town""]",null,Correct,UV,UV,UV,UV,UV,Fail,Right,Yes,Name
Practice 1,"Baterias 24 Horas Confins Disk BateriasRua Vinte e Oito de Outubro, Gameleira, Distrito Industrial, Confins, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 33500-000, BrasilopenShopping, Automotive Retail, Car Parts and Accessories, Car Battery Store",UV,UV,UV,UV,UV,UV,null,null,null,null,null,null,null,null,UV,UV,UV,UV,UV,UV,Right,Right,No,
Practice 1,"Maria Marra ModaRua Ouro Preto, Niterói, Jardim das Alterosas, Betim, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 32672068, BrasilopenShopping, Clothing Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,Correct,UV,UV,Correct,Fail,Right,Yes,"Status,Address,BH,Tel"
Practice 1,"Ferragista Engenove Distribuidora de ParafusosAvenida Presidente Kennedy, Bairro Maracanâ, Anápolis, Região Geográfica Imediata de Anápolis, Região Geográfica Intermediária de Goiânia, Goiás, Região Centro-Oeste, 75040040, BrasilopenShopping, Wholesale Store",UV,UV,Correct,UV,Wrong,UV,"[""Word Missing"",""Minor Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,null,null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,"Name,Address,Catergory,Tel"
Practice 1,"Franqueiro AutomóveisAvenida Brasil, Brasil, Setor Central, Uberlândia, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, Região Sudeste, 38400-662, BrasilopenShopping, Automotive Retail, Car Dealership, Used Car Dealership",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]",null,null,Correct,Correct,UV,UV,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Opção Imobiliária696, Alameda Yayá, Torres Tibagy, Guarulhos, Guarulhos, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 07060-000, BrasilopenService, Real Estate Service, Real Estate Agency",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Repetition"",""Other Information""]","[""Repetition"",""Other Information""]","[""Wrong Province/City/District/Town"",""Wrong House Number""]","[""Wrong Province/City/District/Town"",""Wrong House Number""]",Correct,Correct,UV,UV,Correct,UV,Fail,Right,Yes,"Address,Tel"
Practice 2,"Cw3 Filial CatalaoRua Moises Santana, Catalão, Região Geográfica Imediata de Catalão, Região Geográfica Intermediária de Goiânia, Goiás, Região Centro-Oeste, 75701972, BrasilopenService, Logistic Service, Trucking Company",Correct,Correct,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Major Mistake"",""Minor Mistake""]","[""Missing House Number"",""Missing Province/City/District/Town""]","[""Missing Province/City/District/Town"",""Missing House Number"",""Missing Floor/Room Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Road Name""]","[""Wrong Road Name""]",Correct,Correct,UV,UV,Correct,Correct,Fail,Fail,No,
Practice 2,"Loyalty TattooSorocaba, Sao Paulo, BrazilopenService, Health and Beauty Service, Tattoo Shop",UV,UV,UV,Correct,UV,UV,null,null,null,null,null,null,null,null,UV,Correct,UV,Correct,UV,Correct,Fail,Fail,Yes,Name
Practice 2,"VR Materiais ElétricosVila Pompéia, Ribeirão Preto, Ribeirão Preto, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14060680, BrasilopenShopping, Furniture and Home Store, Home Appliance Store",UV,UV,Correct,UV,Wrong,UV,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]",null,"[""Missing House Number"",""Missing Road Name""]",null,"[""Other Information"",""Repetition""]",null,"[""Wrong Province/City/District/Town""]",null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,Name
Practice 2,"Select Car MultimarcasRua São Joaquim, Vila Lutfalla, Jardim Santa Felícia, São Carlos, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13570-591, BrasilopenShopping, Automotive Retail, Car Dealership, Used Car Dealership",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing"",""Major Mistake""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information""]","[""Other Information""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,Wrong,Wrong,Correct,Correct,Fail,Right,Yes,"Status,Address"
Practice 2,"Dtwo Wedding | Vestidos de Festa127, Rua Venezuela, Ponta Aguda, Blumenau, Região Geográfica Imediata de Blumenau, Região Geográfica Intermediária de Blumenau, Santa Catarina, 89050-000, BrasilopenShopping, Clothing Store",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake""]","[""Minor Mistake"",""Major Mistake""]",null,null,"[""Other Information""]","[""Other Information""]","[""Wrong House Number""]","[""Wrong House Number""]",Correct,Correct,UV,UV,Correct,Correct,Right,Right,No,
Practice 2,"Rodrigo Porta PhotographyRua Rangel Pestana, Cidade Alta, Piracicaba, Piracicaba, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13419100, BrasilopenService, Photography Service, Photographer",UV,UV,Correct,Correct,UV,Wrong,null,"[""Minor Mistake"",""Major Mistake""]",null,null,null,"[""Other Information"",""Repetition""]",null,"[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,Correct,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"Segurança OperáriaAvenida dos Municípios, Operário, Campo Bom, Campo Bom, Região Geográfica Imediata de Novo Hamburgo - São Leopoldo, Região Metropolitana de Porto Alegre, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 93542-870, BrasilopenService, Security Service, Security Service",UV,UV,UV,Correct,UV,UV,null,null,null,null,null,null,null,null,UV,Correct,UV,Correct,UV,UV,Fail,Right,Yes,Name
Practice 2,"Kennifa Santos - Espaço Estética e BelezaManaus, Amazonas, BrazilopenService, Health and Beauty Service, Beauty Salon",UV,UV,Correct,UV,UV,UV,null,null,null,null,null,null,null,null,Correct,UV,UV,UV,Correct,UV,Fail,Right,Yes,"Name,Catergory"
Practice 2,"Doce PimentaAvenida Rubens Caramez, Vila Aurora, Parque Suburbano, Itapevi, Itapevi, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 06663-300, BrasilopenShopping, Clothing Store",Correct,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town""]",Correct,Correct,Wrong,UV,UV,Correct,Fail,Fail,Yes,"Status,Address,BH,Tel"
Practice 2,"Bless Moda MasculinaAvenida General Carlos Guedes, Campo Alegre, Campo Alegre, Regional Norte, Belo Horizonte, Região Geográfica Imediata de Belo Horizonte, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 31720-440, BrasilopenShopping, Clothing Store, Man Clothing Store",Correct,null,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Major Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake"",""Major Mistake""]","[""Missing House Number""]","[""Missing House Number""]","[""Other Information"",""Repetition""]","[""Repetition"",""Other Information""]","[""Wrong Road Name"",""Wrong Province/City/District/Town""]","[""Wrong Province/City/District/Town"",""Wrong Road Name""]",Correct,Correct,UV,UV,UV,UV,Fail,Right,Yes,"Status,Address"
Practice 2,"GasSolar Aquecedores e AcessóriosAvenida Antônio Frederico Ozanam, Vila Agostinho Zambon, Vila Rio Branco, Jundiaí, Jundiaí, Região Imediata de Jundiaí, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13215-011, BrasilopenOffice and Industrial, Company, Heating Equipment Supplier",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Word Missing"",""Minor Mistake""]","[""Missing House Number"",""Missing Floor/Room Number""]","[""Missing House Number""]","[""Other Information"",""Repetition"",""Misspell""]","[""Repetition"",""Other Information""]",null,null,Correct,Correct,Correct,Correct,Correct,Correct,Fail,Right,Yes,Address
Practice 2,"ÁPICE PROFISSIONALRua Flores Do Piauí, Rua Flores do Piauí, Vila Carmosina, Itaquera, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 08210-200, BrasilopenEducation, School, Private School",UV,UV,Correct,Correct,Wrong,Wrong,"[""Minor Mistake"",""Word Missing""]","[""Minor Mistake"",""Word Missing""]","[""Missing House Number""]","[""Missing Road Name""]","[""Repetition"",""Other Information""]","[""Other Information"",""Repetition""]",null,null,Correct,Correct,Wrong,UV,UV,UV,Fail,Fail,Yes,Address
Practice 2,"Bike Shop MaringaAvenida Mauá, 2857, Avenida Mauá, Zona 01, Maringá, Região Geográfica Imediata de Maringá, Região Geográfica Intermediária de Maringá, Paraná, Região Sul, 87013020, BrasilopenShopping, Sporting Goods Store, Bicycle Store",Correct,UV,Correct,Correct,Wrong,UV,"[""Major Mistake"",""Minor Mistake""]",null,null,null,"[""Other Information"",""Repetition""]",null,"[""Wrong House Number"",""Wrong Province/City/District/Town""]",null,Correct,Correct,Correct,UV,Correct,Correct,Fail,Right,Yes,"Status,Address,BH"
Practice 2,"Oficina Dois IrmãosRua Carlos Kampfert, Santa Cecília, Região Geográfica Imediata de Curitibanos, Região Geográfica Intermediária de Lages, Santa Catarina, 89540-000, BrasilopenService, Automotive Service, Automotive Repair",UV,UV,UV,Correct,UV,Wrong,null,"[""Word Missing"",""Minor Mistake"",""Major Mistake""]",null,"[""Missing House Number""]",null,"[""Other Information""]",null,"[""Wrong Province/City/District/Town"",""Wrong Road Name""]",UV,Correct,UV,Wrong,UV,UV,Fail,Fail,Yes,Name
